CatIndex	ProdIndex
000001	3361.035
000001	3361.023
000001	3361.022
000001	3361.020
000001	3361.024
000001	3361.021
000001	3361.027
000001	3361.026
000001	3361.029
000001	3361.028
000001	3361.025
000001	3361.013
000001	3361.012
000001	3361.010
000001	3361.014
000001	3361.011
000001	3361.017
000001	3361.016
000001	3361.019
000001	3361.018
000001	3361.015
000001	3741.044
000001	3741.043
000001	3741.041
000001	3741.040
000001	3741.042
000001	3741.033
000001	3741.032
000001	3741.030
000001	3741.034
000001	3741.031
000001	3741.037
000001	3741.036
000001	3741.039
000001	3741.038
000001	3741.035
000001	3741.023
000001	3741.022
000001	3741.020
000001	3741.024
000001	3741.021
000001	3741.027
000001	3741.026
000001	3741.029
000001	3741.028
000001	3741.025
000001	3741.012
000001	3741.011
000001	3741.013
000001	3741.014
000001	3741.017
000001	3741.016
000001	3741.010
000001	3741.018
000001	3741.015
000001	3511.013
000001	3511.012
000001	3511.010
000001	3511.014
000001	3511.011
000001	3511.017
000001	3511.016
000001	3511.019
000001	3511.018
000001	3511.015
000001	3511.003
000001	3511.002
000001	3511.000
000001	3511.004
000001	3511.001
000001	3511.007
000001	3511.006
000001	3511.009
000001	3511.008
000001	3511.005
000001	4011.041
000001	4011.044
000001	4011.043
000001	4011.040
000001	4011.048
000001	4011.042
000001	4011.045
000001	4011.033
000001	4011.032
000001	4011.030
000001	4011.034
000001	4011.031
000001	4011.037
000001	4011.036
000001	4011.039
000001	4011.038
000001	4011.035
000001	4011.022
000001	4011.021
000001	4011.023
000001	4011.024
000001	4011.028
000001	4011.027
000001	4011.020
000001	4011.029
000001	4011.025
000001	4011.013
000001	4011.012
000001	4011.014
000001	4011.015
000001	4011.018
000001	4011.017
000001	4011.010
000001	4011.019
000001	4011.016
000001	4401.063
000001	4401.062
000001	4401.060
000001	4401.064
000001	4401.061
000001	4401.067
000001	4401.066
000001	4401.069
000001	4401.068
000001	4401.065
000001	4401.053
000001	4401.052
000001	4401.050
000001	4401.054
000001	4401.051
000001	4401.057
000001	4401.056
000001	4401.059
000001	4401.058
000001	4401.055
000001	4401.043
000001	4401.042
000001	4401.040
000001	4401.044
000001	4401.041
000001	4401.047
000001	4401.046
000001	4401.049
000001	4401.048
000001	4401.045
000001	4401.033
000001	4401.032
000001	4401.030
000001	4401.034
000001	4401.031
000001	4401.037
000001	4401.036
000001	4401.039
000001	4401.038
000001	4401.035
000001	4401.022
000001	4401.021
000001	4401.023
000001	4401.028
000001	4401.027
000001	4401.020
000001	4401.029
000001	4401.026
000001	5113.016
000001	5113.015
000001	4113.009
000001	4113.007
000001	4113.000
000001	5111.108
000001	5119.010
000001	4025.022
000001	4403.022
000001	4403.021
000001	4403.023
000001	4403.024
000001	4403.028
000001	4403.027
000001	4403.020
000001	4403.029
000001	4403.025
000001	4253.030
000001	4253.034
000001	4253.033
000001	4253.036
000001	4253.032
000001	4253.031
000001	4253.035
000001	4251.030
000001	4251.034
000001	4251.033
000001	4251.036
000001	4251.032
000001	4251.031
000001	4251.035
000001	4253.022
000001	4253.021
000001	4253.020
000001	4253.023
000001	4253.029
000001	4253.026
000001	4253.025
000001	4253.028
000001	4253.027
000001	4253.024
000001	4251.022
000001	4251.021
000001	4251.020
000001	4251.023
000001	4251.029
000001	4251.026
000001	4251.025
000001	4251.028
000001	4251.027
000001	4251.024
000001	4253.012
000001	4253.011
000001	4253.010
000001	4253.013
000001	4253.019
000001	4253.016
000001	4253.018
000001	4253.017
000001	4253.014
000001	4251.012
000001	4251.011
000001	4251.010
000001	4251.013
000001	4251.019
000001	4251.016
000001	4251.015
000001	4251.018
000001	4251.017
000001	4251.014
000001	4253.002
000001	4253.001
000001	4253.000
000001	4253.003
000001	4253.009
000001	4253.006
000001	4253.005
000001	4253.008
000001	4253.007
000001	4253.004
000001	4251.002
000001	4251.001
000001	4251.000
000001	4251.003
000001	4251.009
000001	4251.006
000001	4251.005
000001	4251.008
000001	4251.007
000001	4251.004
000001	5303.005
000001	5303.001
000001	5301.061
000001	5301.065
000001	5111.092
000001	5111.091
000001	5111.090
000001	5111.093
000001	5111.099
000001	5111.096
000001	5111.095
000001	5111.098
000001	5111.097
000001	5111.094
000001	5111.082
000001	5111.081
000001	5111.080
000001	5111.083
000001	5111.089
000001	5111.086
000001	5111.085
000001	5111.088
000001	5111.087
000001	5111.084
000001	5111.072
000001	5111.071
000001	5111.070
000001	5111.073
000001	5111.079
000001	5111.076
000001	5111.075
000001	5111.078
000001	5111.077
000001	5111.074
000001	5111.062
000001	5111.061
000001	5111.060
000001	5111.063
000001	5111.069
000001	5111.066
000001	5111.065
000001	5111.068
000001	5111.067
000001	5111.064
000001	5111.052
000001	5111.051
000001	5111.050
000001	5111.053
000001	5111.059
000001	5111.056
000001	5111.055
000001	5111.058
000001	5111.057
000001	5111.054
000001	5111.042
000001	5111.041
000001	5111.040
000001	5111.043
000001	5111.049
000001	5111.046
000001	5111.045
000001	5111.048
000001	5111.047
000001	5111.044
000001	4403.012
000001	4403.011
000001	4403.014
000001	4403.013
000001	4403.017
000001	4403.016
000001	4403.019
000001	4403.018
000001	4403.015
000001	1891.010
000001	1891.013
000001	1891.016
000001	1891.017
000001	1891.012
000001	1891.015
000001	1893.010
000001	1893.013
000001	1893.014
000001	1891.009
000001	1891.006
000001	1891.007
000001	3755.000
000001	5111.032
000001	5111.031
000001	5111.030
000001	5111.033
000001	5111.039
000001	5111.036
000001	5111.035
000001	5111.034
000001	5445.006
000001	4021.021
000001	4005.112
000001	4005.118
000001	3023.009
000001	3023.006
000001	3023.007
000001	5143.062
000001	5143.061
000001	5143.060
000001	5143.063
000001	5143.069
000001	5143.066
000001	5143.065
000001	5143.068
000001	5143.067
000001	5143.064
000001	5143.052
000001	5143.051
000001	5143.050
000001	5143.053
000001	5143.059
000001	5143.056
000001	5143.055
000001	5143.058
000001	5143.057
000001	5143.054
000001	5143.042
000001	5143.041
000001	5143.040
000001	5143.043
000001	5143.049
000001	5143.046
000001	5143.045
000001	5143.048
000001	5143.047
000001	5143.044
000001	5143.032
000001	5143.031
000001	5143.030
000001	5143.033
000001	5143.039
000001	5143.036
000001	5143.035
000001	5143.038
000001	5143.037
000001	5143.034
000001	5143.022
000001	5143.021
000001	5143.020
000001	5143.023
000001	5143.029
000001	5143.026
000001	5143.025
000001	5143.028
000001	5143.027
000001	5143.024
000001	5143.013
000001	5143.012
000001	5143.011
000001	5143.014
000001	5143.019
000001	5143.016
000001	5143.015
000001	5143.018
000001	5143.017
000001	5143.010
000001	5143.003
000001	5143.002
000001	5143.001
000001	5143.004
000001	5143.009
000001	5143.006
000001	5143.005
000001	5143.008
000001	5143.007
000001	5143.000
000001	5141.063
000001	5141.061
000001	5141.060
000001	5141.064
000001	5141.067
000001	5141.066
000001	5141.069
000001	5141.068
000001	5141.065
000001	5141.053
000001	5141.052
000001	5141.051
000001	5141.054
000001	5141.059
000001	5141.056
000001	5141.055
000001	5141.058
000001	5141.057
000001	5141.050
000001	5303.953
000001	5303.952
000001	5303.951
000001	5303.954
000001	5303.959
000001	5303.950
000001	5303.943
000001	5303.942
000001	5303.941
000001	5303.944
000001	5303.949
000001	5303.946
000001	5303.945
000001	5303.948
000001	5303.947
000001	5303.940
000001	5303.933
000001	5303.932
000001	5303.931
000001	5303.934
000001	5303.939
000001	5303.936
000001	5303.935
000001	5303.938
000001	5303.937
000001	5303.930
000001	5303.923
000001	5303.921
000001	5303.924
000001	5303.929
000001	5303.925
000001	5303.928
000001	5303.927
000001	5303.913
000001	5303.902
000001	5303.901
000001	5303.905
000001	5303.900
000001	3525.005
000001	4025.012
000001	4025.014
000001	4025.016
000001	2313.003
000001	2313.001
000001	2313.002
000001	3605.001
000001	4125.003
000001	2173.001
000001	2173.003
000001	2173.005
000001	2173.009
000001	2173.008
000001	2173.004
000001	9990.105
000001	9990.108
000001	9990.107
000001	9990.106
000001	9990.109
000001	9990.100
000001	3363.003
000001	3363.002
000001	3363.001
000001	3363.004
000001	3363.009
000001	3363.006
000001	3363.005
000001	3363.008
000001	3363.007
000001	3363.000
000001	3361.002
000001	3361.001
000001	3361.000
000001	3361.003
000001	3361.007
000001	3361.005
000001	3361.009
000001	3361.008
000001	3361.004
000001	4401.011
000001	4401.014
000001	4401.019
000001	4401.016
000001	4401.015
000001	4401.018
000001	4401.017
000001	4401.010
000001	4098.021
000001	4098.024
000001	4098.029
000001	4098.026
000001	4098.025
000001	4098.027
000001	4098.043
000001	4098.042
000001	4098.041
000001	4098.044
000001	4098.046
000001	4098.045
000001	4098.040
000001	4098.033
000001	4098.032
000001	4098.031
000001	4098.034
000001	4098.039
000001	4098.036
000001	4098.038
000001	4098.030
000001	7355.000
000001	4023.023
000001	4023.022
000001	4023.021
000001	4023.024
000001	4023.027
000001	4023.026
000001	4023.029
000001	4023.028
000001	4023.025
000001	4023.020
000001	4061.010
000001	4061.014
000001	4061.012
000001	4061.011
000001	4061.015
000001	4051.013
000001	4051.014
000001	4051.018
000001	4051.019
000001	4051.010
000001	4061.006
000001	4061.007
000001	4061.009
000001	4061.005
000001	4021.012
000001	4021.016
000001	4021.019
000001	3541.003
000001	3521.027
000001	2243.002
000001	2243.008
000001	2243.001
000001	2243.003
000001	2243.005
000001	2243.004
000001	2243.007
000001	2243.006
000001	2243.000
000001	2211.005
000001	2211.009
000001	2233.001
000001	2233.002
000001	2233.000
000001	2233.007
000001	2233.005
000001	2233.006
000001	2233.003
000001	2223.003
000001	2223.009
000001	2223.002
000001	2223.004
000001	2223.008
000001	2223.000
000001	2223.007
000001	2223.001
000001	2301.000
000001	2301.001
000001	2301.002
000001	2301.004
000001	2301.005
000001	2301.006
000001	2301.003
000001	2321.001
000001	2321.002
000001	2321.007
000001	2321.005
000001	2311.002
000001	2311.004
000001	2311.003
000001	3031.003
000001	2167.019
000001	2169.009
000001	2169.008
000001	2169.005
000001	2169.007
000001	2169.006
000001	2191.020
000001	2191.021
000001	2191.022
000001	2191.023
000001	2171.010
000001	2171.012
000001	2171.014
000001	2171.011
000001	2171.013
000001	2161.006
000001	2151.011
000001	2151.012
000001	2151.010
