ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;from_EK;to_EK;price_H;pseudoprice_H;baseprice_H;from_H;to_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
40333010;40333010;"Luxemburg 2 Euro Gedenkmünze 2015 Nassau Weilbourg mit Farbapplikation";;Primus;19;5.90;7.50;;;;;;;;;1;;1;;"<h2>2 Euro Sonderm&uuml;nze Luxemburg 2015 mit Farbapplikation</h2> <h3>Die neue 2 Euro Sonderm&uuml;nze Nassau Weilbourg 2015 aus Luxemburg in Farbe!</h3> Die zweite neue 2 Euro Sonderm&uuml;nze Luxemburg von 2015 in bankfrischer Sammlerqualit&auml;t widmet sich dem 125. Jahrestag der Dynastie Nassau-Weilbourg! Aus diesem Haus gehen seit 1890 die Gro&szlig;herz&ouml;ge von Luxembourg hervor, die dort auch heute noch regieren. <h3>Diese M&uuml;nze ist in einer Kleinauflage von nur 500.000 M&uuml;nzen erschienen!</h3> Immer beliebter, echte 2 Euro-M&uuml;nzen mit Farbe veredelt!<br> Faszinierende Farbvariante der zweiten 2 Euro-Gedenkm&uuml;nze 2015 Luxemburgs!<br><br> Ein Mu&szlig; f&uuml;r jeden Eurom&uuml;nzensammler. Sammeln Sie die 2-Euro-Sonderkursm&uuml;nzen aus ganz Europa in der farbveredelten Ausgabe. So kommen die Sondermotive herrlich zur Geltung. <h3>Hier in der Farb-veredelten Variante!</h3>";;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;Münzen;"Land:Luxemburg|Nominal:2 Euro Gedenkmünze|Jahr:2015|Erhaltung:bankfrisch, lose|Material:|Gewicht / Füllmenge:|Maße:|Auflage:|Veredelung:mit Farbapplikation|Nominal:2 Euro Gedenkmünze";;;;;;;;;;;;;;;;;;;;
45173006;45173006;"Monaco Eurosatz 2009 - sehr selten!";;Primus;19;595.00;0.00;;;;;;;;;1;;1;;"<h2>Monaco Eurosatz 2009</h2><ul><li><strong>1 Cent bis 2 Euro</strong></li> </ul><p>Im Jahr 2009 wurden von jedem Nominal der Euro-M&uuml;nzen aus Monaco <strong>nur 8.000 St&uuml;ck</strong> gepr&auml;gt. Bei dem Monaco Jahrgang 2009 handelt es sich somit um einer der gro&szlig;en Euro-Rarit&auml;ten.</p> <h3>Sehr selten!</h3> <p></p> <p></p> <p></p>";;;;;0;0;;;;;;;;;;;;;60;0;;;;;;;;;Münzen;"Land:Monaco|Nominal:1 Cent bis 2 Euro|Jahr:2009|Erhaltung:bankfrisch, lose|Material:|Gewicht / Füllmenge:8 Münzen|Maße:|Auflage:|Veredelung:|Nominal:1 Cent bis 2 Euro";;;;;;;;;;;;;;;;;;;;
47181016;47181016;"Niederlande Kurssatz 2017 Amsterdam";;Primus;19;19.50;19.95;;;;;;;;;1;;1;;"<h2>KMS 2017 Amsterdam</h2><ul><li><strong>Niederlande KMS 2017 'Amsterdam'!</strong></li> <li><strong>Einfachblister!</strong></li> <li><strong>Vorz&uuml;glich!</strong></li> <li><strong>2017 gibt es keine Rollenware!</strong></li> <li><strong>Auflage nur 15.000!</strong></li> </ul>  <h3>Offiziell ausverkauft!</h3>";;;;;0;0;;;;;;;;;;;;;88.7;13;;;;;;;;;Münzen;"Land:Niederlande|Nominal:1 Cent bis 2 Euro|Jahr:2017|Erhaltung:vorzüglich|Material:|Gewicht / Füllmenge:8 Münzen|Maße:|Auflage:15.000|Veredelung:|Nominal:1 Cent bis 2 Euro";;;;;;;;;;;;;;;;;;;;
5101.156;5101.156;"Österreich Michel-Nr. 51 postfrisch Kaiser Franz Joseph 1890";;Primus;0;3.90;0.00;;;;;;;;;1;;1;;"<H2>Österreich Kaiser Franz Joseph 1890 </H2> <P>Die Briefmarkenausgaben der Alpenrepublik gehören in den den Augen der riesigen Liebhaber-Gemeinde im In- und Ausland mit zum Schönsten, was die Philatelie zu bieten hat. Eine lange Historie, herrliche Ausgaben, niedrige Auflagen.</P> <P>&nbsp;</P> <H3>Ein Dauerbrenner der Philatelie! </H3>";;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;Briefmarken;"Land:Österreich|Jahr:1890|Erhaltung:postfrisch|Material:|Gewicht/Füllmenge:1 Wert|Veredelung:|Michel-Nr.:|Michel Kat.-Wert.:";;;;;;;;;;;;;;;;;;;;
5145.000;5145.000;"Österreich Jahrgänge 1960 bis 1989 postfrisch";;Primus;0;142.00;0.00;;;;;;;;;1;;1;;"<H2>Österreich Jahrgänge 1960 bis 1989 postfrisch </H2> <P>Die Briefmarkenausgaben der Alpenrepublik gehören in den den Augen der riesigen Liebhaber-Gemeinde im In- und Ausland mit zum Schönsten, was die Philatelie zu bieten hat. Eine lange Historie, herrliche Ausgaben, niedrige Auflagen.</P> <P>&nbsp;<BR></P> <UL> <LI><STRONG>30 Jahrgänge komplett! </STRONG></LI> <LI><STRONG>Michel-Nr. 1073-1977! </STRONG></LI> <LI><STRONG>Postfrischer Topzustand! </STRONG></LI> <LI><STRONG>Michelwert rund Euro 700,-! </STRONG></LI> <LI><STRONG>Ersparnis über Euro 60,-! </STRONG></LI></UL><BR> <H3>Ein Dauerbrenner der Philatelie! </H3><BR> <P><STRONG>Hinweis:</STRONG> Beispielabbildung</P>";;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;Briefmarken;"Land:Österreich|Jahr:1960-1989|Erhaltung:postfrisch|Material:|Gewicht/Füllmenge:30 Jahrgänge|Veredelung:|Michel-Nr.:700 Euro|Michel Kat.-Wert.:";;;;;;;;;;;;;;;;;;;;
52333014;52333014;"Portugal 2 Euro Gedenkmünze 250 Jahre Nationale Druckerei 2018 mit Farbapplikation";;Primus;0;6.90;0.00;;;;;;;;;1;;1;;"<H2>Portugal 2 Euro Gedenkmünze 2018 ""250 Jahre Nationale Druckerei"" mit Farbapplikation </H2> <P>Die neue 2 Euro Gedenkmünze aus Portugal widmet sich dem Thema ""250 Jahre Nationale Druckerei""! Nutzen Sie heute die Gelegenheit und sichern Sie sich jetzt diese 2 Euro Neuheit zum Top-Preis.</P> <P>&nbsp;<BR></P> <UL> <LI><STRONG>Portugal 2 Euro Gedenkmünze 2018! </STRONG></LI> <LI><STRONG>Mit Farbapplikation!</STRONG> </LI></UL><BR> <H3>Jetzt zugreifen! </H3>";;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;Münzen;"Land:Portugal|Nominal:2 Euro|Jahr:2018|Erhaltung:bankfrisch, lose|Material:|Gewicht / Füllmenge:|Maße:|Auflage:|Veredelung:mit Farbapplikation|Nominal:2 Euro";;;;;;;;;;;;;;;;;;;;
5501.000;5501.000;"SCADTA LA 591 Falz mit Handstempel EU";;Primus;0;3.99;0.00;;;;;;;;;1;;1;;"<H2>SCADTA </H2> <P>Kaum mal zu bekommen: Die Ausgaben der Sociedad Colombo-Alemana de Transportes Aeros (SCADTA)! Zur Vereinfachung verkauften die SCADTA-Agenturen in Klumbien ab 1923 Briefmarken für den Flugpostenverkehr. Handstempelaufdrucke stehen für die teilnehmenden Länder. Jetzt in guter ungebrauchter Erhaltung aus Bogenteiltrennung! Selten zu bekommendes Material! Aufdruck ""EU"" steht für die USA (Estados Unidos).</P> <P>&nbsp;</P> <H3>Sichern Sie sich jetzt dieses Top-Angebot! </H3>";;;;;0;0;;;;;;;;;;;;;5;0;;;;;;;;;Briefmarken;"Land:Kolumbien|Jahr:|Erhaltung:Falz|Material:|Gewicht/Füllmenge:|Veredelung:mit Handstempel EU|Michel-Nr.:|Michel Kat.-Wert.:";;;;;;;;;;;;;;;;;;;;
5501.002;5501.002;"SCADTA LA 657 Falz mit Handstempel P";;Primus;0;4.95;0.00;;;;;;;;;1;;1;;"<H2>SCADTA </H2> <P>Kaum zu bekommen: Die Ausgaben der Sociedad Colombo-Alemana de Transportes Aeros (SCADTA)! Zur Vereinfachung verkauften die SCADTA-Agenturen in Kolumbien ab 1923 Briefmarken für den Flugpostenverkehr. Handstempelaufdrucke stehen für die teilnehmenden Länder. Jetzt in guter ungebrauchter Erhaltung aus Bogenteiltrennung! Seltenzu bekommendes Material! Aufdruck ""P"" steht für Panama.</P> <P>&nbsp;</P> <H3>Sichern Sie sich jetzt dieses Top-Angebot !</H3>";;;;;0;0;;;;;;;;;;;;;5;0;;;;;;;;;Briefmarken;"Land:Kolumbien|Jahr:|Erhaltung:Falz|Material:|Gewicht/Füllmenge:|Veredelung:mit Handstempel P|Michel-Nr.:|Michel Kat.-Wert.:";;;;;;;;;;;;;;;;;;;;
55181029;55181029;"San Marino 2018 st Offizieller Kursmünzensatz";;Primus;0;55.00;0.00;;;;;;;;;1;;1;;"<H2>San Marino Eurosatz 2018 </H2> <P> <UL> <LI><STRONG>Stempelglanz</STRONG></LI></UL> <P></P> <P>2017 änderte San Marino zum 15. Jahrestag der Euro-Einführung (2002-inkl.2016) erstmals die Euro-Motive, wie bei der ersten Serie 2002 bis 2016 gibt es 8 verschiedene Motive. Die neuen Motive Euromünzen zeigen Kunstwerke und Denkmäler von San Marino und wurden von dem deutschen Designer Arno Ludwig (*1961), Gemünden am Main, entworfen. </P> <P><STRONG>San Marino - neue Euro-Motive im Überblick</STRONG>: </P> <P><BR><STRONG>2 Euro -</STRONG> der Heilige Marinus (Gemälde von Giovan Battista Urbinelli) </P> <P><STRONG>1 Euro - </STRONG>La Cesta, Turm auf dem Monte Titano</P> <P>&nbsp;<STRONG>50 Cent -</STRONG> Detailabbild aus dem Gemälde von Emilio Retrosi </P> <P><STRONG>20 Cent -</STRONG> die drei Türme des Monte Titanos </P> <P><STRONG>10 Cent -</STRONG> die Fassade der Kirche und des Klosters San Francesco </P> <P><STRONG>5 Cent -</STRONG> die Kirche der Kapuziner </P> <P><STRONG>2 Cent - </STRONG>das Stadttor 'Porta del Locho' </P> <P><STRONG>1 Cent - </STRONG>offizielles Wappen der Republik <BR></P> <P>Das Sammelgebiet 'Kleinstaaten' fasziniert mit sensationellen Raritäten und interessanten Sammelthemen. Sehr gesucht sind natürlich die Euro-Raritäten der Kleinstaaten. </P> <H3>Sichern Sie sich jetzt noch Ihr Exemplar! </H3>";;;;;0;0;;;;;;;;;;;;;118;15,4;;;;;;;;;Münzen;"Land:San Marino|Nominal:1 Cent bis 2 Euro|Jahr:2018|Erhaltung:Stempelglanz|Material:|Gewicht / Füllmenge:8 Münzen|Maße:|Auflage:|Veredelung:|Nominal:1 Cent bis 2 Euro";;;;;;;;;;;;;;;;;;;;
55181030;55181030;"San Marino Kursmünzensatz 2018 st mit 5 Euro";;Primus;0;67.90;0.00;;;;;;;;;1;;1;;"<H2>San Marino Eurosatz 2018 </H2> <P> <UL> <LI><STRONG>Stempelglanz!</STRONG></LI> <LI><STRONG>Mit 5 Euro!</STRONG></LI></UL> <P></P> <P>2017 änderte San Marino zum 15. Jahrestag der Euro-Einführung (2002-inkl.2016) erstmals die Euro-Motive, wie bei der ersten Serie 2002 bis 2016 gibt es 8 verschiedene Motive. Die neuen Motive Euromünzen zeigen Kunstwerke und Denkmäler von San Marino und wurden von dem deutschen Designer Arno Ludwig (*1961), Gemünden am Main, entworfen. </P> <P><STRONG>San Marino - neue Euro-Motive im Überblick</STRONG>:</P> <P>&nbsp;<BR><STRONG>2 Euro -</STRONG> der Heilige Marinus (Gemälde von Giovan Battista Urbinelli) </P> <P><STRONG>1 Euro - </STRONG>La Cesta, Turm auf dem Monte Titano </P> <P><STRONG>50 Cent -</STRONG> Detailabbild aus dem Gemälde von Emilio Retrosi </P> <P><STRONG>20 Cent -</STRONG> die drei Türme des Monte Titanos </P> <P><STRONG>10 Cent -</STRONG> die Fassade der Kirche und des Klosters San Francesco </P> <P><STRONG>5 Cent -</STRONG> die Kirche der Kapuziner </P> <P><STRONG>2 Cent - </STRONG>das Stadttor 'Porta del Locho' </P> <P><STRONG>1 Cent - </STRONG>offizielles Wappen der Republik </P> <P><BR>Das Sammelgebiet 'Kleinstaaten' fasziniert mit sensationellen Raritäten und interessanten Sammelthemen. Sehr gesucht sind natürlich die Euro-Raritäten der Kleinstaaten. </P> <H3>Sichern Sie sich jetzt noch Ihr Exemplar! </H3>";;;;;0;0;;;;;;;;;;;;;136;15,4;;;;;;;;;Münzen;"Land:San Marino|Nominal:1 Cent bis 5 Euro|Jahr:2018|Erhaltung:Stempelglanz|Material:|Gewicht / Füllmenge:9 Münzen|Maße:|Auflage:|Veredelung:|Nominal:1 Cent bis 5 Euro";;;;;;;;;;;;;;;;;;;;
