ordernumber;mainnumber;categoryId
4021.197;4021.197;105
4055.008;4055.008;105
4401.019;4401.019;105
3558.012;3558.012;105
4043.042;4043.042;105
4260.004;4260.004;105
4015.000;4015.000;105
4191.105;4191.105;105
4193.006;4193.006;105
4029.053;4029.053;105
5005.150;5005.150;105
4025.053;4025.053;165
4021.197;4021.197;165
4015.000;4015.000;165
4401.019;4401.019;166
4055.008;4055.008;167
4043.042;4043.042;168
3023.042;3023.042;106
3305.014;3305.014;106
3045.003;3045.003;106
3025.014;3025.014;106
3023.041;3023.041;106
3023.040;3023.040;106
3021.082;3021.082;106
3025.060;3025.060;106
3023.040;3023.040;169
3023.041;3023.041;169
3023.042;3023.042;170
3025.014;3025.014;171
3025.060;3025.060;172
125.774;125.774;107
4095.021;4095.021;107
3741.050;3741.050;107
3558.014;3558.014;107
3558.013;3558.013;107
3558.011;3558.011;107
3558.010;3558.010;107
3513.048;3513.048;107
3521.042;3521.042;107
3513.047;3513.047;107
3511.022;3511.022;107
3523.000;3523.000;107
3513.054;3513.054;107
3523.008;3523.008;107
3513.053;3513.053;107
3521.006;3521.006;107
3513.052;3513.052;107
3521.002;3521.002;107
3513.051;3513.051;107
3511.072;3511.072;107
3513.050;3513.050;107
3511.021;3511.021;107
3513.049;3513.049;107
3521.003;3521.003;107
3695.000;3695.000;107
3514.033;3514.033;107
124.660;124.660;107
3558.014;3558.014;173
3558.013;3558.013;173
3558.011;3558.011;173
3513.048;3513.048;173
3521.042;3521.042;173
3511.022;3511.022;173
3513.047;3513.047;173
3523.000;3523.000;173
3513.054;3513.054;173
3523.008;3523.008;173
3513.053;3513.053;173
3521.006;3521.006;173
3513.052;3513.052;173
3521.002;3521.002;173
3513.049;3513.049;173
3521.003;3521.003;173
3513.050;3513.050;174
3511.021;3511.021;174
124.660;124.660;175
5115.065;5115.065;110
5111.069;5111.069;110
5111.079;5111.079;110
5111.339;5111.339;110
5111.338;5111.338;110
5111.337;5111.337;110
5111.065;5111.065;110
5111.058;5111.058;110
5113.159;5113.159;110
5113.108;5113.108;110
5113.106;5113.106;110
5113.116;5113.116;110
5113.171;5113.171;110
5113.170;5113.170;110
5113.169;5113.169;110
5113.167;5113.167;110
5113.168;5113.168;110
5113.164;5113.164;110
5113.163;5113.163;110
5113.160;5113.160;110
5113.161;5113.161;110
5113.166;5113.166;110
5113.165;5113.165;110
5113.162;5113.162;110
5111.141;5111.141;110
5111.154;5111.154;110
5171.094;5171.094;110
5171.092;5171.092;110
5171.027;5171.027;110
5171.091;5171.091;110
5103.054;5103.054;110
5101.302;5101.302;110
5101.011;5101.011;110
5103.096;5103.096;110
5173.009;5173.009;110
5111.188;5111.188;110
5113.158;5113.158;110
5113.176;5113.176;110
5113.175;5113.175;110
5113.174;5113.174;110
5113.173;5113.173;110
5113.172;5113.172;110
5111.345;5111.345;110
5111.344;5111.344;110
5111.343;5111.343;110
5111.342;5111.342;110
5111.341;5111.341;110
5115.066;5115.066;110
5173.181;5173.181;110
5113.150;5113.150;110
5101.237;5101.237;110
5103.130;5103.130;110
5103.241;5103.241;110
5103.240;5103.240;110
5103.239;5103.239;110
5101.238;5101.238;110
5171.087;5171.087;110
5113.151;5113.151;110
5101.097;5101.097;110
5113.158;5113.158;177
5115.066;5115.066;177
5113.176;5113.176;177
5113.175;5113.175;177
5113.174;5113.174;177
5113.173;5113.173;177
5113.172;5113.172;177
5111.345;5111.345;177
5111.344;5111.344;177
5111.343;5111.343;177
5111.342;5111.342;177
5111.341;5111.341;177
5171.087;5171.087;177
5111.096;5111.096;177
5115.066;5115.066;178
5101.011;5101.011;180
5103.096;5103.096;180
5171.094;5171.094;181
5171.092;5171.092;181
5171.027;5171.027;181
5171.091;5171.091;181
5103.054;5103.054;181
5101.302;5101.302;181
5111.188;5111.188;181
5113.150;5113.150;181
5171.059;5171.059;181
5101.237;5101.237;181
5113.151;5113.151;181
5171.025;5171.025;181
5101.097;5101.097;181
5111.141;5111.141;183
5101.238;5101.238;183
5111.154;5111.154;183
5113.171;5113.171;184
5113.170;5113.170;184
5113.169;5113.169;184
5113.168;5113.168;184
5113.167;5113.167;184
5113.166;5113.166;184
5113.165;5113.165;184
5113.164;5113.164;184
5113.163;5113.163;184
5113.162;5113.162;184
5113.161;5113.161;184
5113.160;5113.160;184
5113.116;5113.116;184
5113.108;5113.108;184
5113.106;5113.106;184
5113.159;5113.159;184
5111.339;5111.339;184
5111.338;5111.338;184
5111.337;5111.337;184
5111.096;5111.096;184
5111.079;5111.079;184
5111.069;5111.069;184
5111.065;5111.065;184
5111.058;5111.058;184
5173.181;5173.181;
5171.087;5171.087;
5214.010;5214.010;
5429.025;5429.025;112
5429.023;5429.023;112
9605.305;9605.305;112
5334.000;5334.000;112
5331.032;5331.032;112
5331.031;5331.031;112
5331.030;5331.030;112
5331.029;5331.029;112
5331.015;5331.015;112
5331.028;5331.028;112
5333.041;5333.041;112
5331.013;5331.013;112
5331.012;5331.012;112
5331.027;5331.027;112
5331.026;5331.026;112
5331.011;5331.011;112
5333.040;5333.040;112
5331.025;5331.025;112
5331.024;5331.024;112
5331.023;5331.023;112
5333.039;5333.039;112
5331.022;5331.022;112
5331.021;5331.021;112
5339.020;5339.020;112
5339.008;5339.008;112
5331.020;5331.020;112
5331.019;5331.019;112
5333.038;5333.038;112
5331.018;5331.018;112
5331.017;5331.017;112
5333.037;5333.037;112
5333.036;5333.036;112
5333.035;5333.035;112
5333.034;5333.034;112
5333.033;5333.033;112
5333.032;5333.032;112
5333.031;5333.031;112
5333.030;5333.030;112
5333.029;5333.029;112
5333.028;5333.028;112
5333.027;5333.027;112
5333.026;5333.026;112
5333.025;5333.025;112
5333.024;5333.024;112
5333.023;5333.023;112
5333.022;5333.022;112
5335.003;5335.003;112
5333.021;5333.021;112
5333.020;5333.020;112
5333.019;5333.019;112
5333.018;5333.018;112
5333.017;5333.017;112
5333.016;5333.016;112
5333.015;5333.015;112
5333.014;5333.014;112
5333.013;5333.013;112
5333.012;5333.012;112
5333.011;5333.011;112
5333.010;5333.010;112
5333.009;5333.009;112
5333.008;5333.008;112
5333.007;5333.007;112
5333.006;5333.006;112
5333.005;5333.005;112
5333.004;5333.004;112
7561.001;7561.001;112
7561.000;7561.000;112
7561.011;7561.011;112
7561.010;7561.010;112
7561.009;7561.009;112
7561.008;7561.008;112
5029.001;5029.001;112
5605.053;5605.053;112
5339.018;5339.018;112
5339.016;5339.016;112
5339.014;5339.014;112
5005.049;5005.049;112
5005.144;5005.144;112
9605.602;9605.602;112
127.621;127.621;112
5425.016;5425.016;112
5425.054;5425.054;112
5605.053;5605.053;189
1564.205;1564.205;189
5331.025;5331.025;192
5334.000;5334.000;192
5331.032;5331.032;192
5331.031;5331.031;192
5331.030;5331.030;192
5331.029;5331.029;192
5331.015;5331.015;192
5331.028;5331.028;192
5333.041;5333.041;192
5331.013;5331.013;192
5331.012;5331.012;192
5331.027;5331.027;192
5331.026;5331.026;192
5331.011;5331.011;192
5333.040;5333.040;192
5331.024;5331.024;192
5331.023;5331.023;192
5333.039;5333.039;192
5331.022;5331.022;192
5331.021;5331.021;192
5339.020;5339.020;192
5339.008;5339.008;192
5331.020;5331.020;192
5331.019;5331.019;192
5333.038;5333.038;192
5331.018;5331.018;192
5331.017;5331.017;192
5333.036;5333.036;192
5333.035;5333.035;192
5333.034;5333.034;192
5333.037;5333.037;192
5333.032;5333.032;192
5333.031;5333.031;192
5333.030;5333.030;192
5333.033;5333.033;192
5333.028;5333.028;192
5333.027;5333.027;192
5333.026;5333.026;192
5333.029;5333.029;192
5333.024;5333.024;192
5333.023;5333.023;192
5333.022;5333.022;192
5333.025;5333.025;192
5335.003;5335.003;192
5333.020;5333.020;192
5333.021;5333.021;192
5333.016;5333.016;192
5333.017;5333.017;192
5333.018;5333.018;192
5333.015;5333.015;192
5333.010;5333.010;192
5333.013;5333.013;192
5333.014;5333.014;192
5333.011;5333.011;192
5333.012;5333.012;192
5333.019;5333.019;192
5333.009;5333.009;192
5333.006;5333.006;192
5333.008;5333.008;192
5333.004;5333.004;192
5333.007;5333.007;192
5333.005;5333.005;192
7561.001;7561.001;192
7561.000;7561.000;192
7561.011;7561.011;192
7561.010;7561.010;192
7561.009;7561.009;192
7561.008;7561.008;192
5029.001;5029.001;192
5425.054;5425.054;192
5339.018;5339.018;192
5339.016;5339.016;192
5339.014;5339.014;192
5313.000;5313.000;192
124.660;124.660;113
5334.000;5334.000;113
1564.205;1564.205;114
4191.105;4191.105;114
4193.006;4193.006;114
4260.004;4260.004;114
1643.001;1643.001;114
5313.000;5313.000;114
9605.079;9605.079;115
127.621;127.621;116
5005.049;5005.049;116
9605.079;9605.079;116
5425.016;5425.016;116
86612030;86612030;4
40163037;40163037;4
64900008;64900008;4
42163014;42163014;4
19736025;19736025;4
55103002;55103002;4
24121103;24121103;4
86603028;86603028;4
86603029;86603029;4
86603024;86603024;4
86603021;86603021;4
86603026;86603026;4
86603020;86603020;4
27333011;27333011;4
59163017;59163017;4
10173008;10173008;4
24122084;24122084;4
64251041;64251041;4
24129152;24129152;4
24129153;24129153;4
24129155;24129155;4
24129154;24129154;4
10181001;10181001;4
10181004;10181004;4
59333009;59333009;4
18726052;18726052;4
90800172;90800172;4
90800208;90800208;4
90800206;90800206;4
10233002;10233002;4
21726021;21726021;4
19726167;19726167;4
24276052;24276052;4
70222026;70222026;4
70222022;70222022;4
45163010;45163010;4
50745014;50745014;4
24112126;24112126;4
82011015;82011015;4
18726038;18726038;4
65181013;65181013;4
78756028;78756028;4
78756027;78756027;4
78756029;78756029;4
78756026;78756026;4
19716059;19716059;4
19716041;19716041;4
70622003;70622003;4
20746097;20746097;4
50736002;50736002;4
50736008;50736008;4
70612014;70612014;4
70612011;70612011;4
22273013;22273013;4
22273010;22273010;4
70011003;70011003;4
70021016;70021016;4
19726125;19726125;4
55161003;55161003;4
19716182;19716182;4
19716183;19716183;4
19716184;19716184;4
24112005;24112005;4
40163037;40163037;9
55173020;55173020;9
13161018;13161018;19
13122026;13122026;19
13112031;13112031;19
13131004;13131004;19
24129155;24129155;20
24129154;24129154;20
24129153;24129153;20
24129152;24129152;20
24161016;24161016;20
24121132;24121132;20
24122133;24122133;20
24121170;24121170;20
24121132;24121132;41
24122133;24122133;41
24121170;24121170;41
24129155;24129155;42
24129154;24129154;42
24129153;24129153;42
24129152;24129152;42
24122136;24122136;43
24112126;24112126;
24112005;24112005;
24112005;24112005;44
24112069;24112069;44
24112126;24112126;47
24112069;24112069;47
24112005;24112005;47
27112009;27112009;22
28163030;28163030;23
28162018;28162018;23
28161017;28161017;23
29181018;29181018;24
29112021;29112021;24
29122018;29122018;24
31173019;31173019;26
39163010;39163010;28
39122001;39122001;28
39133004;39133004;28
42163014;42163014;30
45169011;45169011;31
45162020;45162020;31
50121164;50121164;33
50133007;50133007;33
52333014;52333014;34
52162020;52162020;34
52161019;52161019;34
55161003;55161003;35
59333009;59333009;37
59163017;59163017;37
65161039;65161039;39
45169011;45169011;10
28162018;28162018;52
28163030;28163030;52
28161017;28161017;52
39163010;39163010;52
65161039;65161039;52
45169011;45169011;52
59333009;59333009;52
59163017;59163017;52
13161018;13161018;52
52333014;52333014;52
52162020;52162020;52
52161019;52161019;52
40163037;40163037;52
45162020;45162020;53
55161003;55161003;
65161039;65161039;50
45169011;45169011;50
21726004;21726004;68
19716181;19716181;70
18726038;18726038;71
19716175;19716175;12
19716181;19716181;12
19726125;19726125;12
24612033;24612033;13
70011003;70011003;13
70021016;70021016;13
12021210;12021210;13
27112009;27112009;73
13112031;13112031;73
24112126;24112126;73
24112069;24112069;73
19716175;19716175;75
19716182;19716182;75
19716183;19716183;75
19716184;19716184;75
24612033;24612033;76
86612045;86612045;76
24612035;24612035;76
24112005;24112005;76
69351002;69351002;77
64023042;64023042;77
12021210;12021210;77
13122026;13122026;77
29122018;29122018;77
34022011;34022011;77
64023041;64023041;77
24122136;24122136;77
19726083;19726083;77
34022010;34022010;77
18726038;18726038;79
19726125;19726125;79
24112126;24112126;83
24112069;24112069;83
24112126;24112126;85
24112069;24112069;85
69351002;69351002;
64251041;64251041;14
12021210;12021210;14
34022010;34022010;14
64251041;64251041;89
24150007;24150007;15
24150006;24150006;15
24253014;24253014;15
86612045;86612045;16
70243024;70243024;91
24161016;24161016;91
90800450;90800450;92
86612045;86612045;95
24103044;24103044;
126.653;126.653;6
A5500;A5500;6
A5100;A5100;6
A6500;A6500;6
A6100;A6100;6
90800452;90800452;6
A5100;A5100;193
90800452;90800452;204
A5500;A5500;
A5100;A5100;
A6500;A6500;
A6100;A6100;
9605.305;9605.305;
80557183;80557183;194
80557182;80557182;194
80557211;80557211;194
80557063;80557063;194
80557089;80557089;194
80557006;80557006;194
80557493;80557493;194
80556536;80556536;194
80556436;80556436;194
80556128;80556128;194
80556098;80556098;194
80556108;80556108;194
80556178;80556178;194
80556091;80556091;194
80556050;80556050;194
80556194;80556194;194
80540183;80540183;195
80510149;80510149;196
80530167;80530167;197
80500006;80500006;197
126.653;126.653;200
A6100;A6100;203
A6500;A6500;203
A5500;A5500;203
90700019;90700019;8
10173008;10173008;8
124.660;124.660;8
92687026;92687026;214
24333049;24333049;214
124.660;124.660;215
